#Prestal File V0.0.1	2025-3-6_14-27-53_17272
#Generate by ../../../JHS_ana_v05/JHS_ana/testdata/20250226091806_baseline_entry.root
#fecid channelid mean sigma chi2/ndf
5 112 617.856 6.42162 3.17457
5 113 625.501 8.71541 53.6169
5 114 641.289 8.97474 37.5706
5 115 588.916 9.70794 17.9763
5 116 583.201 9.77078 24.6916
5 117 615.549 8.99122 8.26548
5 118 627.847 9.47274 26.5612
5 119 640.824 8.92172 17.9691
5 120 637.62 7.18032 3.97815
5 121 637.765 9.09236 43.0077
5 122 618.204 6.83212 11.6825
5 123 596.954 10.4601 45.3667
5 124 643.291 7.89792 16.4187
5 125 639.436 8.59523 23.495
5 126 627.313 6.77742 6.47869
5 127 629.643 9.4528 42.8236
6 0 709.943 7.64429 2.84696
6 1 658.338 7.68917 3.16726
6 2 613.436 7.45582 2.36454
6 3 603.793 7.74074 1.98741
6 4 656.581 8.055 5.4513
6 5 620.481 7.84924 41.3784
6 6 626.779 8.3782 3.38068
6 7 606.423 7.76952 1.90418
6 8 584.083 7.62098 61.2906
6 9 580.507 7.22751 66.1483
6 10 656.634 7.05758 26.345
6 11 609.141 7.32588 1.92655
6 12 696.106 6.77721 7.54593
6 13 634.037 6.98535 10.952
6 14 628.484 6.40054 105.645
6 15 608.2 7.21348 26.7162
6 16 573.875 7.18926 185.675
6 17 594.09 7.2568 139.939
6 18 597.5 7.15075 4.35787
6 19 586.767 7.25357 19.0672
6 20 611.103 7.09561 5.16873
6 21 609.87 7.05402 2.17966
6 22 621.427 7.18579 4.37896
6 23 606.032 7.25388 1.80755
6 24 592.838 6.84718 13.9001
6 25 604.29 7.07882 2.6788
6 26 628.136 6.68035 11.2194
6 27 598.575 7.11904 1.45049
6 28 618.464 6.8984 2.51512
6 29 602.008 7.16433 2.34062
6 30 613.861 7.05843 4.51343
6 31 592.478 7.19049 4.07012
6 32 706.154 6.13088 76.3278
6 33 620.718 7.00604 61.0631
6 34 658.47 6.27675 2.55851
6 35 613.017 7.09916 5.42061
6 36 662.264 6.73357 2.10946
6 37 615.008 6.82127 2.38492
6 38 678.935 6.4199 8.2427
6 39 656.343 6.95967 2.93549
6 40 620.37 6.74521 48.2866
6 41 605.485 7.07924 2.91678
6 42 701.982 6.47212 5.62117
6 43 669.204 6.85283 4.08695
6 44 653.738 6.49832 5.50672
6 45 625.614 6.84639 8.30579
6 46 715.226 6.28194 3.61172
6 47 632.544 5.35165 374.414
6 48 631.764 6.98198 1.8626
6 49 606.938 6.78132 62.0607
6 50 640.13 6.73286 4.49195
6 51 589.622 6.90052 13.5426
6 52 589.577 6.55733 3.80525
6 53 588.522 6.8371 4.08575
6 54 617.828 6.73213 2.02173
6 55 606.179 7.03564 3.84034
6 56 643.305 7.2204 8.28406
6 57 612.31 7.30346 2.58601
6 58 642.132 7.14663 6.5776
6 59 642.221 7.0549 1.98918
6 60 715.257 7.8229 3.32599
6 61 661.196 11.2224 16.5774
6 62 673.215 7.26069 3.69793
6 63 624.822 7.53281 3.21858
6 64 686.482 7.20175 3.1043
6 65 696.486 8.26685 44.7917
6 66 606.605 7.16645 9.92091
6 67 666.776 8.35576 5.14513
6 68 628.47 8.06654 46.0451
6 69 624.114 7.29655 3.09202
6 70 618.108 9.38902 3.5628
6 71 645.407 9.07624 4.23591
6 72 644.491 8.53571 2.94152
6 73 631.732 7.16977 2.05224
6 74 614.635 8.91959 5.7719
6 75 661.695 11.9058 2.73923
6 76 617.427 9.06057 3.92453
6 77 623.579 9.4989 41.8571
6 78 612.105 7.77928 2.82236
6 79 606.094 8.84295 27.4937
6 80 632.177 6.86611 82.0816
6 81 588.292 8.54266 5.18416
6 82 619.309 7.25428 11.7343
6 83 602.135 8.95974 30.4092
6 84 592.408 7.37888 3.08342
6 85 628.332 7.31338 2.55115
6 86 608.604 8.37421 3.66502
6 87 608.745 7.32124 3.89979
6 88 640.576 7.16053 20.8209
6 89 621.344 7.14252 5.39914
6 90 608.272 8.98841 3.90649
6 91 589.654 8.98647 2.53217
6 92 591.564 9.2665 5.07827
6 93 622.958 8.30786 3.58631
6 94 614.308 6.92436 8.73069
6 95 596.969 9.38542 6.81971
6 96 577.817 6.96099 6.50532
6 97 604.569 8.49816 1.51833
6 98 582.137 7.07558 6.31947
6 99 608.241 8.73378 3.20699
6 100 601.694 7.01149 1.84279
6 101 591.121 6.85209 2.9832
6 102 600.189 9.33759 3.30236
6 103 602.415 7.30805 2.16171
6 104 600.672 7.08056 1.3128
6 105 595.406 6.86593 3.40563
6 106 602.035 8.49252 9.01171
6 107 624.168 8.77743 5.54625
6 108 577.591 8.8224 20.3714
6 109 585.786 8.71786 16.9769
6 110 591.567 7.17835 4.50107
6 111 613.549 8.59497 2.60974
6 112 629.917 6.50674 89.7821
6 113 621.737 8.4354 4.85264
6 114 638.201 8.30457 24.0138
6 115 585.402 7.11745 2.63141
6 116 607.655 8.99526 2.42201
6 117 626 7.09778 23.4073
6 118 627.197 8.61935 13.3101
6 119 623.318 6.88227 11.4094
6 120 640.249 7.00186 3.5309
6 121 630.901 8.5728 3.08232
6 122 626.478 6.932 2.92586
6 123 603.756 9.07531 14.1693
6 124 647.861 6.70688 8.26637
6 125 636.635 8.35753 2.72877
6 126 640.637 6.53265 9.62519
6 127 622.327 8.89441 2.70657
7 0 727.467 6.8154 45.5464
7 1 680.052 7.13585 36.7335
7 2 604.949 6.7883 2.20506
7 3 639.724 7.02499 3.73167
7 4 638.82 7.76837 2.18689
7 5 605.082 7.64122 2.29371
7 6 621.053 7.96813 3.18247
7 7 643.529 8.6277 5.99742
7 8 588.402 7.00435 60.8217
7 9 594.752 6.83459 3.85878
7 10 642.301 6.62009 5.01373
7 11 629.554 6.64844 4.82498
7 12 682.293 6.49325 25.4643
7 13 655.514 6.4668 18.6692
7 14 614.984 6.53426 3.50681
7 15 606.297 6.89267 3.36305
7 16 609.55 6.45994 5.17973
7 17 604.698 6.59501 2.91885
7 18 602.585 6.56518 26.8444
7 19 607.116 6.56967 8.8371
7 20 613.603 6.29183 2.8213
7 21 615.517 6.62343 11.2423
7 22 623.456 6.45764 4.21607
7 23 632.53 6.54503 2.6976
7 24 597.797 6.04184 2.17966
7 25 621.024 6.38524 3.78025
7 26 620.622 6.07669 2.75806
7 27 611.482 6.6502 12.1306
7 28 612.048 6.36393 23.4218
7 29 612.873 6.45451 6.31585
7 30 612.08 6.66722 4.62478
7 31 586.766 6.6028 9.41202
7 32 722.423 5.51929 4.50503
7 33 624.849 11.9906 25.1186
7 34 652.655 5.67836 3.16253
7 35 615.426 6.20554 8.35138
7 36 648.304 6.13649 1.63154
7 37 620.263 6.2687 3.17772
7 38 668.553 5.61187 4.45691
7 39 663.784 6.26784 3.42349
7 40 617.887 6.18497 28.3536
7 41 624.668 6.4409 4.54211
7 42 686.847 6.05223 5.07778
7 43 690.073 6.48337 31.395
7 44 648.022 6.00004 7.31899
7 45 631.418 6.09424 9.20324
7 46 684.141 5.74593 3.16848
7 47 659.929 6.03663 11.7216
7 48 630.492 6.23599 63.2954
7 49 626.243 6.09472 3.32574
7 50 618.621 6.23263 19.8051
7 51 606.523 6.21307 39.5696
7 52 588.149 5.91795 2.72911
7 53 608.553 6.2429 1.88015
7 54 614.833 6.06111 1.56196
7 55 636.284 6.37032 2.42032
7 56 613.005 6.19569 3.58567
7 57 637.906 6.15036 1.42748
7 58 617.732 5.87139 9.39043
7 59 662.483 6.08113 3.31938
7 60 682.224 6.20037 3.40608
7 61 679.962 8.7608 3.90996
7 62 685.176 6.39863 4.90776
7 63 641.853 6.10446 2.48507
7 64 712.624 6.20011 2.05129
7 65 693.429 9.00027 8.90216
7 66 595.714 6.39134 3.49842
7 67 655.081 9.18312 8.91144
7 68 612.248 7.26908 1.33482
7 69 612.662 6.39257 2.26043
7 70 614.08 10.1149 3.22331
7 71 648.357 7.93551 3.85185
7 72 649.243 7.87587 2.63509
7 73 655.714 6.30924 69.3328
7 74 611.641 9.08306 7.92219
7 75 652.867 13.551 11.6587
7 76 628.057 10.544 35.3965
7 77 618.789 10.2669 23.4025
7 78 606.506 6.46025 16.4167
7 79 595.157 9.78639 17.3137
7 80 662.041 6.11918 111.124
7 81 595.315 9.12071 4.71358
7 82 657.23 6.23002 26.7084
7 83 619.833 9.64326 6.80293
7 84 603.488 6.63579 1.94363
7 85 649.835 6.24271 2.96917
7 86 616.011 9.07223 4.65538
7 87 623.568 6.09727 6.34135
7 88 652.784 6.47267 17.1448
7 89 641.467 6.28819 4.58315
7 90 638.613 9.4584 6.66219
7 91 594.782 9.83043 27.1494
7 92 597.857 9.61458 10.6162
7 93 622.698 8.71007 7.0909
7 94 635.803 6.12706 2.65252
7 95 603.961 9.80073 5.78911
7 96 589.822 6.4215 51.7574
7 97 592.577 8.69302 42.9362
7 98 570.111 6.51489 3.10748
7 99 586.289 9.16058 5.49405
7 100 574.887 6.72151 4.83676
7 101 597.62 6.35583 2.13388
7 102 597.125 10.1444 5.96921
7 103 580.589 6.78782 5.0859
7 104 595.656 6.7462 3.61447
7 105 599.841 6.39906 43.3636
7 106 580.91 9.20383 4.14583
7 107 595.514 9.69267 3.88314
7 108 577.234 9.58727 23.5158
7 109 570.249 9.22427 58.3224
7 110 594.116 6.6089 2.13876
7 111 615.316 9.15983 8.93977
7 112 631.667 6.26037 4.41894
7 113 630.196 9.10947 3.40668
7 114 641.492 9.10778 4.89453
7 115 614.086 6.81093 4.24161
7 116 605.185 10.2388 4.80117
7 117 623.879 7.02059 2.25566
7 118 629.229 9.59479 5.2162
7 119 642.403 6.542 1.43907
7 120 629.349 6.73906 15.9064
7 121 640.964 9.07263 4.70203
7 122 630.811 6.51408 2.81099
7 123 616.693 9.50779 4.2411
7 124 637.787 6.56065 17.0008
7 125 637.861 9.02502 2.65959
7 126 641.169 6.27137 8.45232
7 127 609.254 9.90983 6.32892
8 0 709.972 12.4178 37.7736
8 1 652.344 12.584 34.8172
8 2 616.489 15.2546 8.48217
8 3 598.396 12.0328 10.6009
8 4 654.813 12.2996 27.6354
8 5 607.74 10.8282 10.6382
8 6 638.096 12.2074 5.99756
8 7 618.377 11.8215 17.3786
8 8 603.11 9.36462 5.12496
8 9 593.808 8.40751 4.37632
8 10 654.03 8.22926 56.3951
8 11 613.849 7.57242 8.81709
8 12 705.124 9.53677 15.5523
8 13 643.829 9.20735 21.4098
8 14 633.395 12.3543 43.185
8 15 613.601 12.3863 3.57591
8 16 595.015 9.95104 3.30273
8 17 606.948 8.81576 99.7833
8 18 600.107 10.8033 22.1771
8 19 590.227 9.55393 11.0033
8 20 612.069 8.58738 3.4951
8 21 615.806 7.54805 2.24774
8 22 627.394 7.69237 3.2254
8 23 618.691 6.86261 5.46516
8 24 600.236 8.96389 7.37672
8 25 603.818 8.61011 36.7514
8 26 624.708 9.96393 4.81215
8 27 615.77 9.14468 17.4384
8 28 628.703 9.17025 4.49285
8 29 611.18 9.04894 34.9595
8 30 626.938 9.68016 3.73186
8 31 611.046 9.28153 14.8091
8 32 734.51 8.28542 63.0851
8 33 618.45 8.20913 18.7052
8 34 664.456 9.00641 5.38319
8 35 619.546 8.53339 14.9987
8 36 684.171 9.34607 55.1342
8 37 629.488 8.87425 20.7994
8 38 709.319 8.88046 3.97246
8 39 640.999 8.86485 24.1058
8 40 649.911 9.37957 9.08912
8 41 615.11 8.41711 10.9577
8 42 716.45 9.09479 27.2178
8 43 676.232 7.89638 9.57288
8 44 661.707 8.886 10.6335
8 45 620.962 8.22596 23.2473
8 46 718.656 8.57512 22.9595
8 47 659.316 7.08828 233.652
8 48 642.273 8.78273 8.01813
8 49 627.326 7.59452 53.0233
8 50 633.799 9.04119 10.2908
8 51 619.198 7.65323 37.489
8 52 611.968 8.85579 14.0742
8 53 604.684 7.34757 5.47
8 54 637.85 8.75356 88.563
8 55 602.917 8.06812 19.1278
8 56 648.333 10.1289 21.6886
8 57 627.671 7.09453 25.6979
8 58 633.447 8.14455 6.94259
8 59 664.42 6.98884 4.49871
8 60 721.664 13.4259 67.6188
8 61 667.058 13.193 57.3609
8 62 699.463 9.42605 21.6679
8 63 634.224 8.79669 18.5099
8 64 693.744 10.8115 39.9277
8 65 700.842 10.9329 3.48899
8 66 612.143 18.7012 20.0403
8 67 657.361 10.6561 1.7317
8 68 627.866 11.1515 4.03121
8 69 616.712 13.2041 4.8731
8 70 605.929 12.4875 8.1513
8 71 629.137 12.7068 12.3859
8 72 644.433 15.2422 12.0992
8 73 639.597 11.9954 28.8856
8 74 617.003 9.32913 8.27104
8 75 665.244 18.5589 43.8905
8 76 604.029 19.2982 25.5449
8 77 601.69 12.5496 9.63911
8 78 596.676 18.4435 26.5737
8 79 593.327 17.727 14.7645
8 80 650.361 10.293 15.0025
8 81 607.442 12.3614 82.6111
8 82 638.172 10.3121 20.9586
8 83 605.307 12.9747 45.1739
8 84 605.653 10.565 9.5782
8 85 626.763 11.3778 16.3576
8 86 622.702 10.4347 12.1807
8 87 603.903 8.42049 3.68656
8 88 653.786 13.6442 77.8206
8 89 638.129 12.5463 79.6392
8 90 630.905 12.5708 74.3732
8 91 614.839 14.5482 78.9162
8 92 599.93 13.2999 36.1456
8 93 621.842 12.2336 68.9701
8 94 616.695 11.5426 42.2201
8 95 611.576 13.7809 38.4062
8 96 602.911 12.1509 51.9643
8 97 614.688 12.4097 108.571
8 98 593.157 13.3238 87.6014
8 99 608.871 13.5678 82.258
8 100 599.119 13.6338 76.383
8 101 589.934 11.9798 76.0454
8 102 593.606 14.787 95.5733
8 103 593.15 14.0179 98.0413
8 104 608.046 14.5535 143.921
8 105 621.639 12.8288 80.6978
8 106 603.254 13.0771 92.9979
8 107 619.656 13.411 160.348
8 108 597.693 13.1679 86.2791
8 109 593.895 14.1693 119.091
8 110 579.433 14.7651 104.852
8 111 610.681 12.5872 69.9627
8 112 644.185 12.1949 70.3384
8 113 636.276 12.6428 97.052
8 114 644.056 13.6357 115.517
8 115 619.699 14.5983 103.748
8 116 618.692 15.2316 101.316
8 117 620.5 14.9331 118.845
8 118 631.109 13.6587 132.909
8 119 641.003 13.9431 116.326
8 120 653.825 15.7578 110.944
8 121 639.705 14.3296 74.4492
8 122 640.808 14.6311 84.6614
8 123 614.028 16.2647 95.3169
8 124 661.516 13.2741 99.4212
8 125 636.126 13.8329 77.0416
8 126 641.076 13.6059 80.0379
8 127 634.278 15.1284 135.46
9 0 711.236 24.1149 25.28
9 1 675.497 12.4371 34.827
9 2 603.474 33.1183 8.06069
9 3 625.193 19.3017 10.6006
9 4 652.309 19.1104 24.8066
9 5 606.284 10.5428 45.5332
9 6 605.061 17.6885 5.69672
9 7 622.505 9.13129 9.01861
9 8 607.94 74.628 11.1933
9 9 579.378 64.537 6.81119
9 10 613.491 74.1992 5.7553
9 11 636.391 62.4479 6.2591
9 12 679.336 59.4428 7.91642
9 13 650.096 52.6119 7.9141
9 14 612.362 52.5639 6.05819
9 15 616.987 41.4546 7.88187
9 16 590.948 8.51054 2.51626
9 17 600.57 7.58437 2.37445
9 18 588.674 10.4155 13.2916
9 19 574.411 9.33899 3.24445
9 20 597.378 9.61042 5.02772
9 21 596.36 12.5312 10.278
9 22 610.109 61.5618 7.10361
9 23 596.758 47.6133 8.30114
9 24 594.173 9.75911 12.1095
9 25 591.559 10.9257 12.9467
9 26 607.484 10.8219 4.47066
9 27 614.468 11.3228 9.09037
9 28 611.391 9.85948 4.84829
9 29 619.202 10.3553 4.60175
9 30 608.741 10.3447 4.77353
9 31 581.375 10.2917 5.05837
9 32 691.127 10.4921 4.82814
9 33 625.629 10.538 4.03597
9 34 651.369 9.90734 8.29731
9 35 623.838 10.2981 8.54722
9 36 643.76 10.5576 5.04132
9 37 627 10.9525 5.6435
9 38 668.142 10.2425 4.81202
9 39 627.188 10.1367 1.63113
9 40 600.79 11.7579 6.14515
9 41 606.089 11.218 6.62748
9 42 683.114 11.9256 33.797
9 43 695.203 9.83791 7.47179
9 44 621.067 11.7325 11.8625
9 45 615.757 10.2814 13.7897
9 46 679.232 11.5244 11.0915
9 47 657.894 9.50868 3.65997
9 48 626.977 11.6471 15.0883
9 49 606.898 8.37001 2.97665
9 50 622.569 12.1588 11.9714
9 51 589.798 9.89313 10.3345
9 52 594.72 12.5512 10.6564
9 53 598.639 10.2723 3.71239
9 54 616.067 12.7729 18.5507
9 55 608.221 10.4491 3.07177
9 56 615.567 11.56 14.6188
9 57 622.9 9.48707 18.0981
9 58 603.379 12.0818 20.0489
9 59 683.047 9.21379 9.83782
9 60 706.656 9.49919 10.9418
9 61 671.034 11.5037 24.1617
9 62 679.108 11.2104 11.396
9 63 642.736 9.09707 7.41933
9 64 696.877 18.8901 30.9016
9 65 663.384 14.8721 16.8242
9 66 586.34 28.2647 15.0057
9 67 654.543 10.293 6.64919
9 68 603.785 14.4947 40.7467
9 69 584.237 22.1364 14.2965
9 70 595.932 10.988 14.6218
9 71 611.303 12.4135 9.19855
9 72 646.524 14.4323 20.8
9 73 613.353 48.1172 14.0011
9 74 596.373 56.2669 7.87145
9 75 661.427 10.2136 9.87783
9 76 579.105 31.527 19.8359
9 77 584.313 41.2658 13.4868
9 78 590.396 35.2681 13.0548
9 79 572.033 21.2543 20.0179
9 80 637.545 8.19849 2.62024
9 81 597.428 13.1533 44.4983
9 82 636.023 18.2344 14.1555
9 83 617.538 23.3857 20.5169
9 84 601.629 61.8928 9.74384
9 85 630.492 40.0779 13.3727
9 86 610.829 53.1538 10.6277
9 87 609.68 58.6726 9.24301
9 88 636.593 14.4099 30.9789
9 89 645.613 13.2831 19.2637
9 90 625.865 16.2306 12.3253
9 91 608.101 17.9337 21.885
9 92 603.899 11.9602 4.58116
9 93 612.418 14.09 9.82643
9 94 621.837 11.9918 10.7252
9 95 604.376 13.2951 9.8003
9 96 608.071 12.9096 35.8801
9 97 596.047 15.3588 11.3383
9 98 573.547 12.6956 17.0937
9 99 575.866 16.8377 17.5369
9 100 594.673 13.8359 45.5374
9 101 578.945 12.5059 13.782
9 102 601.837 17.8223 15.8732
9 103 596.932 15.3249 24.7678
9 104 592.062 13.9311 47.6248
9 105 600.698 13.9109 17.7559
9 106 583.913 15.1764 9.99798
9 107 615.973 16.7351 15.9771
9 108 600.691 15.9389 17.4932
9 109 578.732 16.292 20.4209
9 110 581.42 14.8646 27.1911
9 111 604.326 14.9024 15.061
9 112 625.533 12.0734 72.93
9 113 593.521 12.256 54.1502
9 114 619.995 13.4632 12.6968
9 115 590.406 14.0214 30.2317
9 116 588.551 16.2908 15.0092
9 117 618.845 14.3451 24.757
9 118 641.962 14.6119 16.5126
9 119 618.095 12.9097 22.0258
9 120 619.326 7.85529 10.3368
9 121 608.781 9.42489 10.2708
9 122 638.504 7.31493 2.76246
9 123 607.355 11.3669 35.1722
9 124 644.369 13.7636 20.6144
9 125 622.366 8.77706 15.0672
9 126 621.596 6.66666 11.8767
9 127 619.286 15.3385 28.4349
#RMS dis
# 1.87507 783 3 15
# 3.6795 539 2 27
# 5.35165 1583 6 47
# 5.51929 1824 7 32
# 5.61187 1830 7 38
# 5.67836 1826 7 34
# 5.69117 1045 4 21
# 5.69187 1053 4 29
# 5.74593 1838 7 46
# 5.75927 1033 4 9
# 5.75962 1035 4 11
# 5.78493 1061 4 37
# 5.79714 1047 4 23
# 5.85288 1281 5 1
# 5.86247 1063 4 39
# 5.87139 1850 7 58
# 5.91605 1055 4 31
# 5.91795 1844 7 52
# 5.92858 1118 4 94
# 5.96068 1338 5 58
# 6.00004 1836 7 44
# 6.01478 1334 5 54
# 6.03663 1839 7 47
# 6.04013 1340 5 60
# 6.04184 1816 7 24
# 6.05223 1834 7 42
# 6.0526 1322 5 42
# 6.06111 1846 7 54
# 6.07122 1330 5 50
# 6.07669 1818 7 26
# 6.07807 1106 4 82
# 6.08113 1851 7 59
# 6.08561 1049 4 25
# 6.09424 1837 7 45
# 6.09472 1841 7 49
# 6.09727 1879 7 87
# 6.09931 1111 4 87
# 6.10194 1328 5 48
# 6.10446 1855 7 63
# 6.10895 1041 4 17
# 6.11773 1109 4 85
# 6.11888 1108 4 84
# 6.11918 1872 7 80
# 6.12706 1886 7 94
# 6.13088 1568 6 32
# 6.13649 1828 7 36
# 6.15036 1849 7 57
# 6.18497 1832 7 40
# 6.19269 1283 5 3
# 6.19569 1848 7 56
# 6.20011 1856 7 64
# 6.20037 1852 7 60
# 6.20387 1113 4 89
# 6.20554 1827 7 35
# 6.21307 1843 7 51
# 6.21973 1043 4 19
# 6.23002 1874 7 82
# 6.23263 1842 7 50
# 6.23551 1332 5 52
# 6.23599 1840 7 48
# 6.24271 1877 7 85
# 6.2429 1845 7 53
# 6.26037 1904 7 112
# 6.26784 1831 7 39
# 6.2687 1829 7 37
# 6.27137 1918 7 126
# 6.27208 1059 4 35
# 6.27675 1570 6 34
# 6.28194 1582 6 46
# 6.28819 1881 7 89
# 6.29183 1812 7 20
# 6.29603 1104 4 80
# 6.30101 1312 5 32
# 6.30924 1865 7 73
# 6.33153 1112 4 88
# 6.33848 303 1 47
# 6.35583 1893 7 101
# 6.36393 1820 7 28
# 6.36538 1037 4 13
# 6.36864 1324 5 44
# 6.37032 1847 7 55
# 6.37949 1326 5 46
# 6.38524 1817 7 25
# 6.38668 1329 5 49
# 6.39134 1858 7 66
# 6.39257 1861 7 69
# 6.39863 1854 7 62
# 6.39906 1897 7 105
# 6.40054 1550 6 14
# 6.41231 1065 4 41
# 6.4199 1574 6 38
# 6.4215 1888 7 96
# 6.42162 1392 5 112
# 6.43636 1069 4 45
# 6.4409 1833 7 41
# 6.45451 1821 7 29
# 6.45764 1814 7 22
# 6.45994 1808 7 16
# 6.46025 1870 7 78
# 6.4668 1805 7 13
# 6.47212 1578 6 42
# 6.47267 1880 7 88
# 6.48337 1835 7 43
# 6.48478 1099 4 75
# 6.49325 1804 7 12
# 6.49712 1051 4 27
# 6.49832 1580 6 44
# 6.50674 1648 6 112
# 6.51408 1914 7 122
# 6.51489 1890 7 98
# 6.53265 1662 6 126
# 6.53426 1806 7 14
# 6.542 1911 7 119
# 6.54503 1815 7 23
# 6.55733 1588 6 52
# 6.56065 1916 7 124
# 6.56518 1810 7 18
# 6.56967 1811 7 19
# 6.57142 1122 4 98
# 6.57445 1124 4 100
# 6.57626 1073 4 49
# 6.58285 1036 4 12
# 6.58493 1125 4 101
# 6.59501 1809 7 17
# 6.6028 1823 7 31
# 6.6089 1902 7 110
# 6.60952 1044 4 20
# 6.61176 1339 5 59
# 6.62009 1802 7 10
# 6.62343 1813 7 21
# 6.63579 1876 7 84
# 6.64844 1803 7 11
# 6.6502 1819 7 27
# 6.65421 1087 4 63
# 6.66666 2430 9 126
# 6.66722 1822 7 30
# 6.67918 1331 5 51
# 6.68035 1562 6 26
# 6.68162 1314 5 34
# 6.68293 1120 4 96
# 6.70055 1032 4 8
# 6.70688 1660 6 124
# 6.72151 1892 7 100
# 6.72689 1046 4 22
# 6.72926 1075 4 51
# 6.73213 1590 6 54
# 6.73286 1586 6 50
# 6.73357 1572 6 36
# 6.73906 1912 7 120
# 6.74521 1576 6 40
# 6.7462 1896 7 104
# 6.77279 1128 4 104
# 6.77455 1323 5 43
# 6.77721 1548 6 12
# 6.77742 1406 5 126
# 6.77759 1084 4 60
# 6.78132 1585 6 49
# 6.78219 1344 5 64
# 6.78782 1895 7 103
# 6.7883 1794 7 2
# 6.79445 1034 4 10
# 6.81093 1907 7 115
# 6.8154 1792 7 0
# 6.82127 1573 6 37
# 6.83212 1402 5 122
# 6.83459 1801 7 9
# 6.83467 1097 4 73
# 6.8371 1589 6 53
# 6.83927 1058 4 34
# 6.84449 1052 4 28
# 6.84639 1581 6 45
# 6.84718 1560 6 24
# 6.85209 1637 6 101
# 6.85283 1579 6 43
# 6.86261 2071 8 23
# 6.86593 1641 6 105
# 6.86611 1616 6 80
# 6.88175 309 1 53
# 6.88227 1655 6 119
# 6.88397 1057 4 33
# 6.89267 1807 7 15
# 6.8984 1564 6 28
# 6.89995 1029 4 5
# 6.90052 1587 6 51
# 6.91144 1285 5 5
# 6.91435 1318 5 38
# 6.91624 1127 4 103
# 6.92436 1630 6 94
# 6.92517 1040 4 16
# 6.932 1658 6 122
# 6.93524 1038 4 14
# 6.94907 1083 4 59
# 6.95967 1575 6 39
# 6.96099 1632 6 96
# 6.96354 301 1 45
# 6.98198 1584 6 48
# 6.98535 1549 6 13
# 6.98884 2107 8 59
# 7.00185 1656 6 120
# 7.00435 1800 7 8
# 7.00604 1569 6 33
# 7.01149 1636 6 100
# 7.02059 1909 7 117
# 7.02499 1795 7 3
# 7.03564 1591 6 55
# 7.05231 1056 4 32
# 7.05402 1557 6 21
# 7.05441 1304 5 24
# 7.0549 1595 6 59
# 7.05758 1546 6 10
# 7.05843 1566 6 30
# 7.06313 1048 4 24
# 7.07558 1634 6 98
# 7.07882 1561 6 25
# 7.07924 1577 6 41
# 7.08056 1640 6 104
# 7.08828 2095 8 47
# 7.09009 1031 4 7
# 7.09453 2105 8 57
# 7.09561 1556 6 20
# 7.09778 1653 6 117
# 7.09916 1571 6 35
# 7.09943 1335 5 55
# 7.11745 1651 6 115
# 7.11904 1563 6 27
# 7.13585 1793 7 1
# 7.14252 1625 6 89
# 7.14663 1594 6 58
# 7.15075 1554 6 18
# 7.1563 1042 4 18
# 7.16053 1624 6 88
# 7.16433 1565 6 29
# 7.16645 1602 6 66
# 7.16977 1609 6 73
# 7.17835 1646 6 110
# 7.18032 1400 5 120
# 7.18316 1320 5 40
# 7.18579 1558 6 22
# 7.18926 1552 6 16
# 7.19049 1567 6 31
# 7.19079 1316 5 36
# 7.19218 1071 4 47
# 7.19803 1088 4 64
# 7.20175 1600 6 64
# 7.21348 1551 6 15
# 7.21607 58 0 58
# 7.2204 1592 6 56
# 7.22751 1545 6 9
# 7.25316 1102 4 78
# 7.25357 1555 6 19
# 7.25388 1559 6 23
# 7.25391 551 2 39
# 7.25428 1618 6 82
# 7.2568 1553 6 17
# 7.26069 1598 6 62
# 7.26908 1860 7 68
# 7.2915 1081 4 57
# 7.29655 1605 6 69
# 7.30346 1593 6 57
# 7.30805 1639 6 103
# 7.31338 1621 6 85
# 7.31493 2426 9 122
# 7.32124 1623 6 87
# 7.32174 1295 5 15
# 7.32588 1547 6 11
# 7.3296 59 0 59
# 7.34757 2101 8 53
# 7.35347 549 2 37
# 7.36903 1134 4 110
# 7.37888 1620 6 84
# 7.40954 297 1 41
# 7.42697 1336 5 56
# 7.42777 1327 5 47
# 7.42787 537 2 25
# 7.43553 1054 4 30
# 7.43825 1121 4 97
# 7.44928 1347 5 67
# 7.45582 1538 6 2
# 7.47108 49 0 49
# 7.47208 1062 4 38
# 7.47678 1337 5 57
# 7.48508 1060 4 36
# 7.48747 1123 4 99
# 7.4908 1050 4 26
# 7.52242 547 2 35
# 7.53281 1599 6 63
# 7.54805 2069 8 21
# 7.57242 2059 8 11
# 7.58437 2321 9 17
# 7.58631 1308 5 28
# 7.58774 571 2 59
# 7.59452 2097 8 49
# 7.60127 1090 4 66
# 7.61826 48 0 48
# 7.62098 1544 6 8
# 7.62826 1280 5 0
# 7.62908 289 1 33
# 7.64122 1797 7 5
# 7.64429 1536 6 0
# 7.64524 277 1 21
# 7.65323 2099 8 51
# 7.65428 1306 5 26
# 7.66671 1146 4 122
# 7.67778 1343 5 63
# 7.68261 1282 5 2
# 7.68917 1537 6 1
# 7.69237 2070 8 22
# 7.69963 1342 5 62
# 7.70589 613 2 101
# 7.73338 1349 5 69
# 7.74074 1539 6 3
# 7.74271 561 2 49
# 7.75427 1117 4 93
# 7.76837 1796 7 4
# 7.76952 1543 6 7
# 7.77188 1039 4 15
# 7.7736 279 1 23
# 7.77928 1614 6 78
# 7.78247 608 2 96
# 7.80036 269 1 13
