# JW[JHS] fec2det channel map 
# fec_id channel_id dim channel_id
0	0	0	250
0	1	0	186
0	2	0	248
0	3	0	184
0	4	0	252
0	5	0	188
0	6	0	254
0	7	0	190
0	8	0	242
0	9	0	178
0	10	0	240
0	11	0	176
0	12	0	244
0	13	0	180
0	14	0	246
0	15	0	182
0	16	0	234
0	17	0	170
0	18	0	232
0	19	0	168
0	20	0	236
0	21	0	172
0	22	0	238
0	23	0	174
0	24	0	226
0	25	0	162
0	26	0	224
0	27	0	160
0	28	0	228
0	29	0	164
0	30	0	230
0	31	0	166
0	32	0	216
0	33	0	152
0	34	0	218
0	35	0	154
0	36	0	222
0	37	0	158
0	38	0	220
0	39	0	156
0	40	0	214
0	41	0	150
0	42	0	204
0	43	0	140
0	44	0	212
0	45	0	148
0	46	0	210
0	47	0	146
0	48	0	200
0	49	0	136
0	50	0	202
0	51	0	138
0	52	0	208
0	53	0	144
0	54	0	206
0	55	0	142
0	56	0	196
0	57	0	132
0	58	0	198
0	59	0	134
0	60	0	193
0	61	0	129
0	62	0	194
0	63	0	130
0	64	0	251
0	65	0	187
0	66	0	247
0	67	0	189
0	68	0	253
0	69	0	249
0	70	0	191
0	71	0	255
0	72	0	256
0	73	0	243
0	74	0	179
0	75	0	192
0	76	0	183
0	77	0	181
0	78	0	245
0	79	0	185
0	80	0	233
0	81	0	169
0	82	0	235
0	83	0	175
0	84	0	239
0	85	0	237
0	86	0	177
0	87	0	241
0	88	0	227
0	89	0	229
0	90	0	165
0	91	0	163
0	92	0	171
0	93	0	167
0	94	0	231
0	95	0	173
0	96	0	221
0	97	0	157
0	98	0	217
0	99	0	159
0	100	0	223
0	101	0	219
0	102	0	161
0	103	0	225
0	104	0	215
0	105	0	211
0	106	0	147
0	107	0	151
0	108	0	153
0	109	0	149
0	110	0	213
0	111	0	155
0	112	0	201
0	113	0	137
0	114	0	139
0	115	0	207
0	116	0	143
0	117	0	205
0	118	0	145
0	119	0	209
0	120	0	195
0	121	0	133
0	122	0	197
0	123	0	131
0	124	0	203
0	125	0	135
0	126	0	199
0	127	0	141
1	0	0	378
1	1	0	314
1	2	0	376
1	3	0	312
1	4	0	380
1	5	0	316
1	6	0	382
1	7	0	318
1	8	0	370
1	9	0	306
1	10	0	368
1	11	0	304
1	12	0	372
1	13	0	308
1	14	0	374
1	15	0	310
1	16	0	362
1	17	0	298
1	18	0	360
1	19	0	296
1	20	0	364
1	21	0	300
1	22	0	366
1	23	0	302
1	24	0	354
1	25	0	290
1	26	0	352
1	27	0	288
1	28	0	356
1	29	0	292
1	30	0	358
1	31	0	294
1	32	0	344
1	33	0	280
1	34	0	346
1	35	0	282
1	36	0	350
1	37	0	286
1	38	0	348
1	39	0	284
1	40	0	342
1	41	0	278
1	42	0	332
1	43	0	268
1	44	0	340
1	45	0	276
1	46	0	338
1	47	0	274
1	48	0	328
1	49	0	264
1	50	0	330
1	51	0	266
1	52	0	336
1	53	0	272
1	54	0	334
1	55	0	270
1	56	0	324
1	57	0	260
1	58	0	326
1	59	0	262
1	60	0	321
1	61	0	257
1	62	0	322
1	63	0	258
1	64	0	379
1	65	0	315
1	66	0	375
1	67	0	317
1	68	0	381
1	69	0	377
1	70	0	319
1	71	0	383
1	72	0	384
1	73	0	371
1	74	0	307
1	75	0	320
1	76	0	311
1	77	0	309
1	78	0	373
1	79	0	313
1	80	0	361
1	81	0	297
1	82	0	363
1	83	0	303
1	84	0	367
1	85	0	365
1	86	0	305
1	87	0	369
1	88	0	355
1	89	0	357
1	90	0	293
1	91	0	291
1	92	0	299
1	93	0	295
1	94	0	359
1	95	0	301
1	96	0	349
1	97	0	285
1	98	0	345
1	99	0	287
1	100	0	351
1	101	0	347
1	102	0	289
1	103	0	353
1	104	0	343
1	105	0	339
1	106	0	275
1	107	0	279
1	108	0	281
1	109	0	277
1	110	0	341
1	111	0	283
1	112	0	329
1	113	0	265
1	114	0	267
1	115	0	335
1	116	0	271
1	117	0	333
1	118	0	273
1	119	0	337
1	120	0	323
1	121	0	261
1	122	0	325
1	123	0	259
1	124	0	331
1	125	0	263
1	126	0	327
1	127	0	269
2	0	1	71
2	1	1	7
2	2	1	73
2	3	1	9
2	4	1	69
2	5	1	5
2	6	1	67
2	7	1	3
2	8	1	79
2	9	1	15
2	10	1	81
2	11	1	17
2	12	1	77
2	13	1	13
2	14	1	75
2	15	1	11
2	16	1	87
2	17	1	23
2	18	1	89
2	19	1	25
2	20	1	85
2	21	1	21
2	22	1	83
2	23	1	19
2	24	1	95
2	25	1	31
2	26	1	97
2	27	1	33
2	28	1	93
2	29	1	29
2	30	1	91
2	31	1	27
2	32	1	105
2	33	1	41
2	34	1	103
2	35	1	39
2	36	1	99
2	37	1	35
